id,creationdate,score,viewcount,title,answercount,tags,quest_name
48116664,1/5/2018 15:31,0,37,How to group thousands of dates and Id's into columns in Pandas for machine learning?,0,"pandas, pandas-groupby",user3617574
48117446,1/5/2018 16:20,0,38,Merging two data frames on rows in python,2,"python, pandas",lmccann
48117592,1/5/2018 16:30,1,87,How to remove outline of marker/change marker style when using plot.scatter in pandas,1,"python, pandas",famargar
48117832,1/5/2018 16:46,1,56,delete rows by duplicate indexes,2,"python, pandas, dataframe",djj
48118371,1/5/2018 17:21,0,16,Merging multiple columns with dates in a single dataframe,1,"pandas, dataframe",J Ng
48118537,1/5/2018 17:33,0,193,Python PANDAS: GroupBy First Transform Create Indicator,1,"python, pandas, numpy, pandas-groupby",Pylander
48118640,1/5/2018 17:39,1,387,creating TFrecord file for multiple objects,1,"python-3.x, pandas, tensorflow, object-detection, object-detection-api",Ajinkya Bobade
48118664,1/5/2018 17:41,0,49,Python loop seems valid but still get ValueError: Not enough values to unpack,1,"python, pandas, loops, dataframe",DH_III
48118758,1/5/2018 17:48,1,25,Pandas - Writing a Change Log Between Multiple Dataframes,0,"python-3.x, pandas, numpy, logging",Tyler Russell
48118920,1/5/2018 17:59,0,26,Combine two pandas dataframes of dictionaries,1,"python, pandas, dictionary",Andrew Heusser
48118921,1/5/2018 17:59,1,52,How do I read a XLSX if the filepath or filename has an apostrophe?,1,"python, pandas, validation",dre
48119015,1/5/2018 18:06,1,163,pandas pivot table with multiple information in cells,1,"python, excel, pandas, pivot-table",nomore
48119212,1/5/2018 18:21,2,217,How to one hot encode a variable with 3k categories without a MemoryError,0,"python, pandas, deep-learning, one-hot-encoding",Patthebug
48119592,1/5/2018 18:50,2,80,Python Pandas Dropping First in Series of Duplicates,4,"python, pandas",Windstorm1981
48120214,1/5/2018 19:37,1,32,pandas - ignore rows or columns filled of 0,2,"python, pandas, dataframe",Micawber
48120611,1/5/2018 20:10,1,1709,Python Pandas filtering; TypeError: cannot convert the series to <class 'int'>,1,"python, python-3.x, pandas, dataframe",Terjeja
48121396,1/5/2018 21:15,0,101,Pandas Subset of a Time Series Without Resampling,3,"python, pandas",Windstorm1981
48121950,1/5/2018 22:06,0,229,Boolean Logic Inside Pandas Query Statement,2,"python, python-3.x, pandas, numpy, scikit-learn",HMLDude
48122105,1/5/2018 22:21,0,25,Combine Multiple Pandas DataFrames Via Index,0,"python, pandas, data-analysis",Roughrider
48122131,1/5/2018 22:23,0,52,Importing from SQL into pandas dataframe directly as number instead of object using psycopg2,1,"python, pandas, psycopg2",Danny W
48122276,1/5/2018 22:38,2,38,Changing values in a dataframe based on condition,4,"python, pandas, dataframe",Venkatesh Malhotra
48122394,1/5/2018 22:49,1,334,Pandas/Python How to switch Index/Columns in dataframe while retaining df structure?,1,"python, python-3.x, pandas, dataframe",Kimmy
48122904,1/5/2018 23:57,0,26,Get group percentages in pandas dataframe,1,"python, pandas",user3139545
48123368,1/6/2018 1:14,1,2013,Pandas error when using if-else to create new column: The truth value of a Series is ambiguous,3,"python, pandas",stackoverflowuser2010
48124149,1/6/2018 4:05,-1,49,Remove string from a dataframe based on multiple conditions,1,"python, regex, pandas",Rahul rajan
48124350,1/6/2018 4:45,0,98,Countdown Column in Dataframe,1,"pandas, dataframe",J Ng
48124639,1/6/2018 5:42,0,526,Pandas DataFrame Date Series to List conversion,2,"python, pandas",AngiSen
48124946,1/6/2018 6:40,1,448,Replace nan values with the unique date (date in numpy array.),1,"python, pandas, datetime, dataframe",Dheeraj
48124984,1/6/2018 6:45,2,105,How to update the same excel sheet with different dataframe without overwriting the previous data present in excel file using python2.7.14?,1,"python, excel, pandas, dataframe",
48125288,1/6/2018 7:40,2,40,Pythonic way for do math among columns within a MultiIndex dataframe and concat the result as a seperate column in original dataframe,1,"python, pandas, dataframe",Tian Yan
48125438,1/6/2018 8:05,1,1415,"pandas - Why am I unable to skip rows using the ""skiprows"" parameter of Pandas",2,"python, pandas",Archan Joshi
48125501,1/6/2018 8:13,0,42,Fill new column with value where column matches another column,1,"python, pandas, dataframe",Danny W
48125808,1/6/2018 9:03,1,41,Assign Value in builtin function,2,"python, python-3.x, pandas, built-in",
48126330,1/6/2018 10:14,2,2919,Python int too large to convert to C long - plotting pandas dates,3,"python, python-3.x, pandas, matplotlib, windows-10",Jetman
48126766,1/6/2018 11:15,1,218,Pandas groupby selecting only one value based on 2 groups and converting rest to 0,3,"python, pandas, pandas-groupby",MysterioProgrammer91
48127096,1/6/2018 11:54,1,40,GroupBY frequency counts JSON response - nested field,1,"python, json, python-3.x, pandas, pandas-groupby",Stuart Kirkup
48127217,1/6/2018 12:13,-2,84,How to reserve at least 3 digits for a float number,1,"python, python-2.7, pandas, numpy",Han Zhengzu
48127273,1/6/2018 12:21,2,63,How to count recurring identical values in a Pandas Series,1,"python, pandas, series",Ale
48128371,1/6/2018 14:32,0,20,Remove rows with values repeated on specific columns,0,"python, pandas, duplicates",Juan R.
48128399,1/6/2018 14:35,0,348,Python pandas plotting Quarter values,1,"python, pandas, plot",Sanito Machiavelli
48128621,1/6/2018 15:04,0,634,Check and install 'win32com.client' module at time of execution in Python?,1,"python, pandas, win32com",Code_Sipra
48129186,1/6/2018 16:06,1,120,set pandas plot config default,0,"python, pandas",Hardian Lawi
48129251,1/6/2018 16:15,1,2687,Pandas dataframe datetime to time then to seconds,2,"python, python-3.x, pandas, datetime, python-datetime",koger23
48129713,1/6/2018 17:03,12,712,Fastest way to find all unique elements in an array with Cython,1,"pandas, numpy, cython",Ted Petrou
48129817,1/6/2018 17:14,0,555,how to apply lambda functions to specific rows meeting a condition in PANDAS,1,"pandas, lambda",desmond
48130218,1/6/2018 17:57,2,56,"Joining two different size dataframes, but only want one new column added",2,"python, pandas, dataframe, merge",Danny W
48130703,1/6/2018 18:51,2,433,Pandas selection by MultiIndex,2,"python, pandas, dataframe, multi-index",Ranny
48131527,1/6/2018 20:20,1,1728,dropping column using pandas-drop()-function not working,1,"python, pandas, dataframe",steady_progress
48131804,1/6/2018 20:53,2,26,consolidate duplicate columns in dataframe,1,"python, pandas, dataframe",J Westwood
48131816,1/6/2018 20:54,1,295,"Given a start and end date, most efficient way to generate all weeks in between?",3,"python, pandas, pyspark",kodachrome
48132038,1/6/2018 21:23,0,38,Pandas split on character and remove trailing values,4,"python, pandas",hhh_
48132155,1/6/2018 21:36,1,525,How can I change the x-axis index date format in matplotlib?,1,"python, pandas, matplotlib, plot",
48132205,1/6/2018 21:42,1,26,Identify rows in 2nd dataframe having values less than the first,2,"python, pandas, dataframe",rajeev
48132290,1/6/2018 21:54,0,28,enhance code running timing in python,0,"python, excel, pandas, time",Taqwa Hadidi
48132847,1/6/2018 23:18,2,32,Formatting DataFrame in Pandas - stacking columns,3,"python, python-3.x, pandas, dataframe",George Mathias
48133129,1/7/2018 0:01,1,719,Cosine similarity of rows in pandas DataFrame,1,"python, pandas, dataframe, cosine-similarity",PAstudilloE
48133834,1/7/2018 2:34,0,297,pandas str.replace value of a column from another column,1,pandas,Art Yudin
48133914,1/7/2018 2:49,0,1056,pandas ValueError: could not convert string to float: 'p-',1,"python, pandas, geography",Earthly
48133983,1/7/2018 3:05,0,676,Sum a range of cells in a single column in pandas dataframe,2,"python, pandas, sum",J Westwood
48134313,1/7/2018 4:29,1,97,Create a column of counts in a pandas dataframe,2,"pandas, pandas-groupby",Mathijs de Jong
48134788,1/7/2018 6:13,1,118,binary operation between rows in DataFrame,1,"python, pandas, dataframe",Tian Yan
48135015,1/7/2018 6:55,0,57,Memory overflow when loading multiple files sequentially in python,0,"python, pandas, memory, merge",Hossein
48135562,1/7/2018 8:31,0,893,convert xml to pandas data framework,1,"python, xml, pandas, nlp, nltk",Sampath Rajapaksha
48135569,1/7/2018 8:32,1,926,Padding with Leading zeros for Pandas data frame column with data as numpy array,1,"python, pandas",JDoe
48135730,1/7/2018 8:59,3,578,Slice a Dataframe Index per year - Python - Pandas,2,"python-3.x, pandas, dataframe",RiskTech
48135848,1/7/2018 9:21,1,36,Getting Error while writing a Large datarame of 60K rows into csv in Pandas,1,"python, pandas, dataframe, scikit-learn",Rahul rajan
48135994,1/7/2018 9:47,2,862,Doing the opposite of pivot in pandas Python,1,"python, python-3.x, pandas",GlenCloncurry
48136450,1/7/2018 10:57,-1,95,multiindex columns sum in pivot pandas,1,"python, pandas",mahesh
48136641,1/7/2018 11:27,1,72,Subset missing values from list into new dataframe in Python 3.x,1,"python, pandas, dataframe, subset",Code_Sipra
48137162,1/7/2018 12:37,3,60,Pandas - Merge two dataframes and unify set of columns,2,"python, pandas",bluesummers
48137324,1/7/2018 12:58,0,127,Pandas randomly select n groups from a larger dataset,1,"python, pandas",komodovaran_
48137729,1/7/2018 13:46,1,357,pandas - How to extract a value(s) from a list stored in rows of a dataframe,1,"python, python-3.x, pandas",Archan Joshi
48138255,1/7/2018 14:43,0,19,how to change dataframe column in pandas?,0,"python-3.x, pandas",user3222101
48138491,1/7/2018 15:13,1,36,Generate a row with values = values of previous row + variation,5,"python, pandas",François M.
48139112,1/7/2018 16:20,1,54,Floating point comparison not working on pandas groupby output,1,"python, pandas, floating-point, pandas-groupby",Arif Akhtar
48139821,1/7/2018 17:37,0,34,calculating the average frequency of a given value in pandas,1,"pandas, frequency",Krzysztof Musialik
48139899,1/7/2018 17:45,6,2359,"Correlation matrix plot with coefficients on one side, scatterplots on another, and distributions on diagonal",2,"python, pandas",Max Ghenis
48141242,1/7/2018 20:29,0,44,Group data frames according to a dictionary,2,"python, pandas, dictionary",aviss
48141933,1/7/2018 21:58,0,358,How to access csv file in the root folder of the Google Colaboratory?,1,"python, pandas, google-colaboratory",Amin Ghaderi
48142171,1/7/2018 22:31,2,276,Combine multiple regex expressions in pandas.DataFrame.str.replace?,1,"python, regex, string, pandas",Pranshu
48142528,1/7/2018 23:30,1,62,Upsampling int series within groups for a Pandas DataFrame,1,"python, pandas, resampling",Silas
48142757,1/8/2018 0:06,0,504,Replace column values within a groupby and condition,1,"python, pandas, dataframe, group-by, pandas-groupby",Stefano Potter
48143307,1/8/2018 1:49,1,50,Filtering by datetime confusion,1,"python, pandas, datetime, dataframe",Danny W
48143712,1/8/2018 2:58,0,212,Python Pandas DataFrame: Rename all Column Names via Map,0,"python, pandas, dataframe",
48143727,1/8/2018 3:00,0,50,Worker assignment for a product servicing or Return back the repaired product,0,"python, mysql, pandas, numpy",Sam Joe
48144466,1/8/2018 5:02,2,43,How to get count of number of columns where the value is not zero row-wise in a pandas dataframe,1,"python, pandas, count",Shuvayan Das
48144831,1/8/2018 5:47,0,219,How to Dynamically bin data in Pandas,1,"python, python-3.x, pandas, binning",Rahul rajan
48145027,1/8/2018 6:08,2,74,Pandas Set Data Type While Combining Files,4,"python, pandas",lovechillcool
48147487,1/8/2018 9:33,2,33,"How to use the condition with other rows (previous moments in time series data), in pandas, python3",1,"python-3.x, pandas, condition",aura
48147815,1/8/2018 9:54,0,44,Using python list to read in pandas CSV file,1,"python, pandas",Vishal
48148328,1/8/2018 10:25,3,303,Error in slicing pandas DataFrame based on Missing column names,1,"python, pandas, dataframe, reindex",Mohammad ElNesr
48148883,1/8/2018 10:58,0,171,Effective Spread Calculation in bond market by python,0,"python, pandas, financial",ary
48149189,1/8/2018 11:16,2,59,Split a string within a pandas DataFrame element and recombine a section of the list,2,"python, pandas, dataframe",BillyJo_rambler
48149306,1/8/2018 11:23,1,25,Pandas how to locate by category from aggregate?,1,"python, pandas",komodovaran_
48150346,1/8/2018 12:30,0,526,How to partition pandas data frame based on week and save as CSV?,2,"python, pandas, dataframe",User1
48150555,1/8/2018 12:42,2,106,Unexpected Pandas/Arrow behaviour using series.apply,3,"python, pandas, datetime",seanysull
48151066,1/8/2018 13:14,1,70,How to add rows with the average values of selected rows into a data frame,2,"python, pandas, pandas-groupby",Cave
48151375,1/8/2018 13:31,0,131,Resample for different Time Series,1,"python, pandas",Gemini
48151423,1/8/2018 13:35,0,230,Getting key error in python,1,"python, pandas",hammer
48151629,1/8/2018 13:47,0,849,Plotting pandas multi-index DataFrame with one index as Y-axis and other as X-axis,1,"python, pandas, matplotlib, plot, multi-index",Mohammad ElNesr
48152309,1/8/2018 14:27,1,596,Pandas Group by three columns but retain all other columns,2,"python, pandas, dataframe",Kishan
48152324,1/8/2018 14:27,0,79,Filter data frame with several columns to unique id,2,"pandas, dataframe, filter",Thabra
48152584,1/8/2018 14:44,3,176,How to filter a dataframe of dates and hours by a list of dates?,1,"python, pandas, dataframe, filter, datetimeindex",Izaskun
48152899,1/8/2018 15:03,0,586,Write 'Function output ' into a nice Pandas dataframe,2,"python, python-2.7, pandas, dataframe, beautifulsoup",Lizou
48153267,1/8/2018 15:26,2,83,Mean of every 3 columns pandas,1,"python, pandas",Elias Uhalde
48153477,1/8/2018 15:38,1,146,Encoding data into utf-8 prior to using pandas.read_csv?,0,"python, pandas, encode",DGav
48153689,1/8/2018 15:50,1,73,Creating a function to turn a SQL query into Pandas df,1,"python, sql, python-3.x, pandas",LMGagne
48154172,1/8/2018 16:21,2,5549,Python: Write Pandas Dataframe to MSSQL --> Database Error,1,"python, sql-server, database, pandas, dataframe",PineNuts0
48154573,1/8/2018 16:46,1,305,Append pyodbc.Rows into a data frame using a loop,2,"python, sql, pandas, pyodbc",Campo21
48155048,1/8/2018 17:20,1,55,Calculate diffrence between two dates,1,"python, pandas, datetime, difference",jjgasse
48155217,1/8/2018 17:31,1,73,"How to split one column into multiple columns, based on similar values",1,"python, pandas, matplotlib, seaborn",Adam Schroeder
48155564,1/8/2018 17:53,0,289,How to resample yearly starting from 1st of June to 31st may?,1,"python, pandas, time-series",T Denager
48155787,1/8/2018 18:08,2,321,"How to combine year, month, and day columns to single datetime column?",3,"python, pandas, date, datetime, timestamp",FaCoffee
48156043,1/8/2018 18:27,0,260,Pandas create column from another dataframe if certain conditions match,1,"python, pandas",scarecrow
48156059,1/8/2018 18:28,3,235,"Finding duplicate rows in Pandas, where order of column values don't matter",2,"python, pandas, numpy",Moondra
48156092,1/8/2018 18:31,0,290,Pandas drop method does not work.,1,"python, pandas, dataframe, data-science",Stefan Mehren
48156213,1/8/2018 18:38,1,180,SQL Server to Excel to Python - pd.read_excel(),2,"python, sql, sql-server, pandas",Che
48156752,1/8/2018 19:17,1,71,Pandas Erratic Sorting by DateTime column,0,"python, pandas, sorting, datetime",Frank Drin
48157422,1/8/2018 20:13,0,29,Create new columns and fill values base on a structured text column,0,"python, pandas, dataframe",wingsoficarus116
48157807,1/8/2018 20:45,0,31,How to get consistent return type from pandas indexers?,1,"python, pandas",user48956
48158101,1/8/2018 21:10,0,375,Write Dataframe to Specific Excel Row,0,"python, excel, pandas",AlliDeacon
48158167,1/8/2018 21:15,0,31,How do I groupby a dynamic list of column names?,1,"python, pandas",Michael Melillo
48158615,1/8/2018 21:54,0,94,How to reshape DataFrame for nested JSON output,1,"python, pandas, dataframe",Roger Almeida Leite
48158688,1/8/2018 22:01,1,2532,Save Pandas describe for human readibility,1,"python, pandas",
48158708,1/8/2018 22:03,1,23,Python: dataframe.get() with multi-index,1,"python, pandas",Blake
48158984,1/8/2018 22:33,3,249,Using df.query on MultiIndex gives UndefinedVariableError,1,"python, pandas, dataframe, multi-index",Wen-Ben
48159114,1/8/2018 22:45,0,78,How to keep rows by string in .gff file in python,0,"python, pandas, dataframe, split",Jiayu Zhang
48159340,1/8/2018 23:09,1,416,Pandas Concatenate Values From Different Rows,2,"python, pandas, concatenation",Dance Party2
48159341,1/8/2018 23:09,4,45,What's up with the magic rows when accessing float indexes in Pandas?,1,"python, pandas",user48956
48159707,1/8/2018 23:54,0,382,Pandas add column based on grouped by rolling average,1,"pandas, dataframe, group-by",Danny W
48159755,1/9/2018 0:02,0,755,K-fold cross validation to python pandas dataframe - NLTK classification,0,"python, pandas, nlp, nltk, cross-validation",Sampath Rajapaksha
48159775,1/9/2018 0:05,1,106,Merge 2 SparseDataFrame with same index/columns,1,"python-3.x, pandas",alfredopacino
48160197,1/9/2018 1:11,0,64,Adding a column from the original data frame to a groupby data frame?,2,"python, pandas, pandas-groupby",Alex Kinman
48160696,1/9/2018 2:33,-1,52,Geo-coding - SyntaxError: can't assign to literal,1,"python, pandas, dataframe, literals",Jerry
48161024,1/9/2018 3:27,0,41,Fast pandas Timeseries event based time range calculations,1,"python, pandas, datetime, time-series",sriramn
48161421,1/9/2018 4:24,0,88,How to add attribute to the highest degree centrality node using Python?,0,"python, pandas, networkx",user2277675
48161445,1/9/2018 4:28,12,555,Changing the fill_values in a SparseDataFrame - replace throws TypeError,2,"python, pandas, sparse-matrix, sparse-dataframe",coldspeed
48161758,1/9/2018 5:09,0,34,Rounding up 5-min data to a complicated hourly basis,1,"python, pandas, datetime",Satyajit Pattnaik
48162201,1/9/2018 5:57,1,1458,Pandas Number of Unique Values and sort by the number of unique,1,"python-3.x, pandas",GlenCloncurry
48164751,1/9/2018 9:13,2,170,SQL analogue of Pandas diff() function (1st discrete difference) [LAG function],2,"python, sql, oracle, pandas, difference",Marjan Moderc
48165190,1/9/2018 9:38,0,446,Deleting a rows with invalid date in pandas column,1,"python, regex, python-3.x, pandas",AkshayNevrekar
48165212,1/9/2018 9:39,-1,1209,Rolling Correlation Calculation with Pandas or NumPy,1,"python, pandas, numpy",GSta
48165710,1/9/2018 10:05,1,34,Creating a new columns for every value in a row,1,"python, pandas, loops",Ian_De_Oliveira
48166014,1/9/2018 10:22,5,219,Pandas find Duplicates in cross values,3,"python, pandas, duplicates",maxtenzin
48166581,1/9/2018 10:54,1,43,Filtering Pandas Dataframe according to indices,3,"python, pandas, dataframe, filter, locate",oakca
48166692,1/9/2018 11:00,0,45,Create sparse Series of time differences,2,"python, pandas, timedelta",00__00__00
48166840,1/9/2018 11:08,2,119,Passing List to a pandas series as index,1,"python, pandas, dataframe, pandas-groupby",el323
48166900,1/9/2018 11:10,1,35,How to 'pivot' a dataframe's values into columns,2,"python, pandas, dataframe, data-analysis, data-science",Htet Aung
48167165,1/9/2018 11:26,0,214,rolling_window or rolling_apply in pandas 0.20.3,2,"python, pandas",Make42
48168209,1/9/2018 12:25,3,108,Odd behaviour when applying `Pandas.Timedelta.total_seconds`,1,"python, pandas, datetime, timedelta",seanysull
48168292,1/9/2018 12:31,0,119,Merge two dataframes based on interval overlap,1,"python, pandas, intervals",Pau RS
48169141,1/9/2018 13:20,2,707,Apply a function on all possible combination of columns in a dataframe in Python -- Better way,1,"python, pandas, dataframe",RiskTech
48169209,1/9/2018 13:24,1,1954,ValueError: No axis named 'inp' for object type <class 'pandas.core.frame.DataFrame'>,1,"pandas, pandas-groupby",Bode 
48169591,1/9/2018 13:46,0,42,Cannot see the bottom part of html page in Django,0,"python, django, pandas",Katsuya Obara
48170028,1/9/2018 14:10,2,31,Convert and replace '%Y%m%d%H%M' to a datetime in a dictionary of dataframes,1,"python-3.x, pandas, datetime, dictionary, dataframe",Amy21
48170683,1/9/2018 14:46,1,46,Get start and stop of time period in pandas,1,"python, python-3.x, pandas",pawelty
48170759,1/9/2018 14:50,0,512,python - concatenate two time series with different time stamps,1,"python, pandas, time, concatenation",user155214
48170811,1/9/2018 14:52,1,42,Pandas: Parsing with two conditions issue,2,"python, pandas, conditional",spiral01
48170867,1/9/2018 14:54,5,1704,How to get the common index of two pandas dataframes?,7,"python, pandas, dataframe",astudentofmaths
48170954,1/9/2018 14:59,-1,605,Return first column in DataFrame as a list of string values,1,"python, pandas, dataframe",Peter
48171256,1/9/2018 15:15,1,1202,Pandas: replace Nan with values from one of two columns,1,"python, pandas, dataframe, nan",FaCoffee
48171611,1/9/2018 15:33,4,3202,difference between pandas read sql query and read sql table,1,"python, sql, pandas, dataframe, sqlite3",Oussama Jabri
48171666,1/9/2018 15:36,1,63,Python - Sort a Pandas Dataframe twice,1,"python, pandas, sorting",Salva Tdl
48172146,1/9/2018 16:01,0,123,Pandas: How to combine suffixed columns after a merge?,1,"pandas, pandas-groupby",Nathan Wailes
48172428,1/9/2018 16:17,1,68,Iterating over df to create nested dict in python,1,"python, pandas",cdc200
48172438,1/9/2018 16:18,0,27,How to output differences between grouped columns in pandas?,1,"python, pandas, dataframe",Hana
48172529,1/9/2018 16:23,2,62,Dummify variables based on list of categories,4,"python, pandas",Mio
48172863,1/9/2018 16:43,0,641,save multiple pd.DataFrames with hierarchy to hdf5,2,"python, pandas, numpy, hdf5, h5py",mm441
48173470,1/9/2018 17:16,2,130,How to implement a dyadic product in a pandaic way,2,"python, pandas, numpy, matrix-multiplication",Quickbeam2k1
48173975,1/9/2018 17:48,0,1026,Plot Multiple DataFrames into one single plot,2,"python, pandas, matplotlib",Adhy Satya
48173980,1/9/2018 17:49,30,1761,Pandas: Knowing when an operation affects the original dataframe,3,"python, pandas, views, chained-assignment",ejolly
48173986,1/9/2018 17:49,2,231,Matplotlib not plotting sorted dataset in correct order,1,"python-3.x, pandas, matplotlib",user2067030
48174398,1/9/2018 18:17,4,383,New Dataframe column as a generic function of other rows (pandas),2,"python, pandas, dataframe, vectorization",pault
48175172,1/9/2018 19:13,0,602,Assign a pandas series to a groupby operation,1,"python, pandas, numpy, dataframe, group-by",sgokhales
48175179,1/9/2018 19:14,0,78,Pandas DataFrame indexing out of order,1,"python, pandas, sorting, datetime, indexing",P. Faske
48175334,1/9/2018 19:26,1,51,Replacing values based on conditional using pandas,2,"python, python-2.7, pandas",sato
48175666,1/9/2018 19:48,0,113,Loop every row from a pandas data frame to a url using urllib and return XML results in a same file,0,"python, pandas, loops, url",Ian_De_Oliveira
48175842,1/9/2018 20:01,1,36,Pandas: function that uses multiple columns,1,"python, pandas",Craig
48175892,1/9/2018 20:05,0,57,Extract dataframe column values as standalone columns,2,"python, pandas, dataframe, pivot, pivot-table",Ali
48176411,1/9/2018 20:47,0,57,Optimize script to flatten json output from API,0,"python, json, python-3.x, pandas, python-requests",user8834780
48176462,1/9/2018 20:51,0,45,Python - Pandas - Graph vs dict? (Networkx),1,"python, pandas, graph, networkx",krishna chaitanya
48176824,1/9/2018 21:20,3,813,convert multiple columns to datetime without the date in pandas,2,"python, pandas, datetime",sacuL
48176993,1/9/2018 21:35,0,917,How to convert a dataframe into a 2D array in-order to run some calculations?,2,"python, pandas, numpy",symbolix
48177174,1/9/2018 21:51,0,57,Merge tables together without column headers? Python pandas,0,"python, excel, pandas, for-loop",Michael Martinez
48177371,1/9/2018 22:09,2,84,How to change column values in dataframe in python?,2,"python, pandas, numpy, dataframe",Jiayu Zhang
48177573,1/9/2018 22:29,1,777,"Pandas convert object column to str - column contains unicode, float etc",1,"python-2.7, pandas, utf-8",Null-Hypothesis
48177658,1/9/2018 22:37,0,565,Python & MSSQL: Python Code to Delete All Rows of Data in MSSQL Table,1,"python, sql-server, pandas, dataframe",PineNuts0
48177746,1/9/2018 22:46,0,32,Create pandas dataframe joining dataframes taken from original one and ploting the result,2,"python, pandas, dataframe, matplotlib, plot",Cedric Zoppolo
48177914,1/9/2018 23:01,3,771,Why use pandas.assign rather than simply initialize new column?,1,"python, pandas",sacuL
48177934,1/9/2018 23:03,1,353,Flatten or unpack list of nested dicts in DataFrame,2,"python, json, pandas, dataframe, nested",user1964692
48178450,1/10/2018 0:01,0,12,how to get all the element within a pandas column multiplied together?,0,"python, pandas, multiplying",Rui Luo
48178475,1/10/2018 0:04,0,194,"Reading values from a csv, then putting them in a string using python",1,"python, pandas, google-maps, csv, folium",lengthy_preamble
48179028,1/10/2018 1:25,1,39,Pandas distribute time series data,2,"python, pandas",AJG519
48179112,1/10/2018 1:37,0,21,date changes based on dataframe,0,"python, pandas",Adam
48179448,1/10/2018 2:30,2,171,How to count occurrences of consecutive 1s by column and take mean by block,4,"python, pandas",zsljulius
48179687,1/10/2018 3:04,0,5,Seaborn: Passing column name as Label in a function,0,"python, pandas, seaborn",Hackerds
48179906,1/10/2018 3:33,0,125,Reshaping data in CSV to multiple columns,2,"python, pandas, csv, reshape",Saf
48179932,1/10/2018 3:37,-1,1352,How to specify not full path for pandas.read_csv()?,2,"python, python-3.x, pandas, traceback",MRI
48180087,1/10/2018 3:58,1,44,Using more than one argument to 'apply' in Pandas dataframe,2,"python, pandas",reservoirinvest
48180206,1/10/2018 4:14,1,88,Assigning a column to a SparseDataFrame,0,"python, pandas, sparse-matrix, sparse-dataframe",coldspeed
48180685,1/10/2018 5:12,1,793,changing all dates to standard date time in dataframe,1,"python, pandas, date",Adam
48180935,1/10/2018 5:37,-3,358,Is there any way to insert pandas dataframe to cassandra db?,1,"python, pandas, cassandra, pyspark",Nayana Madhu
48182882,1/10/2018 8:10,2,114,Mathematica's GatherBy function using Pandas groupby,2,"python, pandas, dataframe, group-by, pandas-groupby",Harry
48182939,1/10/2018 8:14,1,59,Pandas Dataframe - How to stack two column values into one list?,1,"python, pandas, stack, melt",kitchenprinzessin
48183635,1/10/2018 8:59,0,2559,Apply Function or Lambda to Pandas GROUPBY,1,"python, pandas, lambda, statsmodels, pandas-groupby",Kyle
48183643,1/10/2018 9:00,0,313,"python read excel data, filling missing values using pandas",1,"python, excel, python-3.x, python-2.7, pandas",vinod bhandary
48184332,1/10/2018 9:38,3,219,Problems assigning color to bars in Pandas v0.20 and matplotlib,2,"python, pandas, matplotlib, plot",José
48184524,1/10/2018 9:49,3,42,Merge duplicated pandas rows on specific rules,2,"python, pandas, pandas-groupby",Michael Dorner
48184930,1/10/2018 10:10,0,53,Subplot a dataframe according to a column's values,0,"python, pandas, dataframe, matplotlib",Amy21
48185030,1/10/2018 10:15,1,172,Unpack DataFrame with tuple entries into separate DataFrames,1,"python, pandas, iterable-unpacking",lucianopaz
48185318,1/10/2018 10:30,1,277,Pandas DataFrame value_counts dict of dicts,1,"python, pandas, dictionary-comprehension",Austin
48186074,1/10/2018 11:08,1,141,Renaming MultiIndex columns is not working,1,"python, pandas, dataframe, rename, multi-index",displayname
48186504,1/10/2018 11:31,0,452,Create file OLS in Python Statsmodels,1,"python, pandas",user9184557
48186624,1/10/2018 11:38,3,656,Pandas Rolling window Spearman correlation,1,"python, pandas, correlation, rolling",GSta
48187280,1/10/2018 12:14,2,182,Scatter plot with colormap makes X-axis disappear,1,"python, pandas, matplotlib",Eran
48187627,1/10/2018 12:35,1,351,Python Loop with auto creation of data frames,2,"python, pandas, python-requests",Giladbi
48187664,1/10/2018 12:38,2,61,Pandas .copy() Space/Time Complexity,1,"python, pandas",Tom Cusack
48187724,1/10/2018 12:41,0,48,How do access and store a Pandas attribute spread across same named multiple columns as Numpy matrix for all rows and columns?,1,"python, pandas",Ishwar
48188547,1/10/2018 13:28,-2,45,Python dataset aggregation,1,"python, pandas, aggregation",Sheron
48188716,1/10/2018 13:39,1,49,groupby apply operation of all the other keys,3,"python, pandas, group-by",Donbeo
48189531,1/10/2018 14:24,0,19,using letters from for loop to call attributes,2,"python-3.x, pandas",osteocyt
48189688,1/10/2018 14:32,2,567,"Pandas, skip empty columns in xslx",2,"python, excel, pandas",Rasmus Bidstrup
48189698,1/10/2018 14:33,4,76,dataframe reshaping with new added columns,1,"python, pandas",Yogi
48248634,1/14/2018 10:26,2,701,Python Pycharm: Describe Dataframe not Shown,1,"python, pandas, pycharm",
48270609,1/15/2018 21:02,0,100,Python Pandas: How to Insert one Missing Row?,2,"python, pandas, dataframe, pandas-groupby",
48422269,1/24/2018 12:15,1,88,"How to drop 2 or more columns based on column name, type and statistics such as std in Python?",1,"python, pandas, sklearn-pandas",
48423601,1/24/2018 13:25,0,32,outer Joining 2 dataframes with unequal datetime indexes in Python,1,"python, pandas, datetime",
48391074,1/22/2018 22:12,1,349,Pandas array of pairwise correlations between columns,1,"python, pandas, correlation",gc5
48411341,1/23/2018 21:45,1,90,How to un-categoricalize a column in pandas,1,"python, pandas, dataframe",Brian Postow
